pk,jsondata,id,name,description,markup_description,unit_pk,unitparameter_pk,contribution_pk,unitdomainelement_pk,frequency,version
33771,,71291640860876939-a,,,,27033,2,17,1177,,1
33772,,71291641315023502-a,,,,27034,2,17,1177,,1
33773,,71291641594050504-a,,,,27035,2,17,1177,,1
33774,,71291641307812088-a,,,,27036,2,17,1479,,1
33775,,71291641307812088-cs,,,,27036,1,17,184,,1
33776,,71291640304025176-a,,,,27037,2,17,1479,,1
33777,,7129164072190161-a,,,,27038,2,17,1181,,1
33778,,7129164072190161-cs,,,,27038,1,17,181,,1
33779,,71291640569384431-a,,,,27039,2,17,1479,,1
33780,,7129164071198754-a,,,,27040,2,17,1479,,1
33781,,71291640817735261-a,,,,27041,2,17,1479,,1
33782,,71291640629157832-a,,,,27042,2,17,1177,,1
33783,,71291640182942884-a,,,,27043,2,17,1479,,1
33784,,71291641444042876-a,,,,27044,2,17,1181,,1
33785,,71291641444042876-cs,,,,27044,1,17,181,,1
33786,,71291641406632034-a,,,,27045,2,17,1182,,1
33787,,71291641406632034-cs,,,,27045,1,17,181,,1
33788,,71291641551511416-a,,,,27046,2,17,1181,,1
33789,,71291641551511416-cs,,,,27046,1,17,181,,1
33790,,71291641617409972-a,,,,27047,2,17,1181,,1
33791,,71291641617409972-cs,,,,27047,1,17,181,,1
33792,,71291641268183232-a,,,,27048,2,17,1181,,1
33793,,71291641268183232-cs,,,,27048,1,17,181,,1
33794,,71291641455338809-a,,,,27049,2,17,1181,,1
33795,,71291641455338809-cs,,,,27049,1,17,181,,1
33796,,71291641860207938-a,,,,27050,2,17,1181,,1
33797,,71291641860207938-cs,,,,27050,1,17,181,,1
33798,,71291641507120144-a,,,,27051,2,17,1181,,1
33799,,71291641507120144-cs,,,,27051,1,17,181,,1
33800,,71291641499395952-a,,,,27052,2,17,1181,,1
33801,,71291641499395952-cs,,,,27052,1,17,180,,1
33802,,71291641273086995-a,,,,27053,2,17,1180,,1
33803,,71291640963854027-a,,,,27054,2,17,1181,,1
33804,,71291640963854027-cs,,,,27054,1,17,181,,1
33805,,71291641346594873-a,,,,27055,2,17,1180,,1
33806,,71291641895798691-a,,,,27056,2,17,1479,,1
33807,,71291641923843445-a,,,,27057,2,17,1181,,1
33808,,71291641923843445-cs,,,,27057,1,17,181,,1
33809,,7129164168419869-a,,,,27058,2,17,1180,,1
33810,,71291640275391433-a,,,,27059,2,17,1479,,1
33811,,71291640783704415-a,,,,27060,2,17,1178,,1
33812,,7129164168721104-a,,,,27061,2,17,1479,,1
33813,,7129164171527429-a,,,,27062,2,17,1479,,1
33814,,7129164190295567-a,,,,27063,2,17,1179,,1
33815,,71291641853140350-a,,,,27064,2,17,1181,,1
33816,,71291641853140350-cs,,,,27064,1,17,181,,1
33817,,71291640411301428-a,,,,27065,2,17,1177,,1
33818,,71291641278856700-a,,,,27066,2,17,1479,,1
33819,,71291641728364144-a,,,,27067,2,17,1479,,1
33820,,71291641462995442-a,,,,27068,2,17,1180,,1
33821,,7129164120227822-a,,,,27069,2,17,1479,,1
33822,,71291641448994768-a,,,,27070,2,17,1479,,1
33823,,71291641785316259-a,,,,27071,2,17,1181,,1
33824,,71291641785316259-cs,,,,27071,1,17,181,,1
33825,,71291641113320287-a,,,,27072,2,17,1181,,1
33826,,71291641113320287-cs,,,,27072,1,17,181,,1
33827,,71291641297127812-a,,,,27073,2,17,1479,,1
33828,,71291641275072887-a,,,,27074,2,17,1181,,1
33829,,71291641275072887-cs,,,,27074,1,17,181,,1
33830,,71291641579429634-a,,,,27075,2,17,1181,,1
33831,,71291641579429634-cs,,,,27075,1,17,181,,1
33832,,71291641284701952-a,,,,27076,2,17,1479,,1
33833,,71291641284701952-cs,,,,27076,1,17,181,,1
33834,,71291640182540150-a,,,,27077,2,17,1178,,1
33835,,71291640517415047-a,,,,27078,2,17,1178,,1
33836,,71291640922343645-a,,,,27079,2,17,1479,,1
33837,,71291641447165077-a,,,,27080,2,17,1178,,1
33838,,71291641920271443-a,,,,27081,2,17,1177,,1
33839,,71291641653942026-a,,,,27082,2,17,1479,,1
33840,,712916412966490-a,,,,27083,2,17,1479,,1
33841,,712916412966490-cs,,,,27083,1,17,181,,1
33842,,7129164162303823-a,,,,27084,2,17,1177,,1
33843,,71291641666339578-a,,,,27085,2,17,1479,,1
33844,,7129164158624639-a,,,,27086,2,17,1178,,1
33845,,71291640225638484-a,,,,27087,2,17,1479,,1
33846,,71291641267706049-a,,,,27088,2,17,1479,,1
33847,,71291640421170181-a,,,,27089,2,17,1181,,1
33848,,71291640421170181-cs,,,,27089,1,17,181,,1
33849,,71291640291459141-a,,,,27090,2,17,1181,,1
33850,,71291640291459141-cs,,,,27090,1,17,180,,1
33851,,7129164166108868-a,,,,27091,2,17,1181,,1
33852,,7129164166108868-cs,,,,27091,1,17,181,,1
33853,,71291640629081554-a,,,,27092,2,17,1479,,1
33854,,71291640591048445-a,,,,27093,2,17,1479,,1
33855,,71291641947101824-a,,,,27094,2,17,1179,,1
33856,,71291640665550706-a,,,,27095,2,17,1177,,1
33857,,71291641265707840-a,,,,27096,2,17,1479,,1
33858,,71291641265071408-a,,,,27097,2,17,1479,,1
33859,,71291641265071408-cs,,,,27097,1,17,181,,1
33860,,7129164173259025-a,,,,27098,2,17,1479,,1
33861,,71291641880486003-a,,,,27099,2,17,1181,,1
33862,,71291641880486003-cs,,,,27099,1,17,181,,1
33863,,71291641653384255-a,,,,27100,2,17,1178,,1
33864,,71291640893126208-a,,,,27101,2,17,1479,,1
33865,,71291641697418064-a,,,,27102,2,17,1479,,1
33866,,71291640949120546-a,,,,27103,2,17,1181,,1
33867,,71291640949120546-cs,,,,27103,1,17,181,,1
33868,,71291640106739303-a,,,,27104,2,17,1181,,1
33869,,71291640106739303-cs,,,,27104,1,17,181,,1
33870,,71291640811338425-a,,,,27105,2,17,1479,,1
33871,,71291641967054907-a,,,,27106,2,17,1182,,1
33872,,71291641967054907-cs,,,,27106,1,17,181,,1
33873,,71291641283474172-a,,,,27107,2,17,1479,,1
33874,,71291641331654312-a,,,,27108,2,17,1479,,1
33875,,71291641398243260-a,,,,27109,2,17,1479,,1
33876,,71291641398275610-a,,,,27110,2,17,1178,,1
33877,,7129164190629442-a,,,,27111,2,17,1178,,1
33878,,71291641611298639-a,,,,27112,2,17,1479,,1
33879,,71291641840091357-a,,,,27113,2,17,1479,,1
33880,,71291641769777527-a,,,,27114,2,17,1479,,1
33881,,71291641569185327-a,,,,27115,2,17,1181,,1
33882,,71291641569185327-cs,,,,27115,1,17,181,,1
33883,,71291640665823693-a,,,,27116,2,17,1179,,1
33884,,71291641626025272-a,,,,27117,2,17,1179,,1
33885,,71291640692387125-a,,,,27118,2,17,1181,,1
33886,,71291640692387125-cs,,,,27118,1,17,181,,1
33887,,71291640444865016-a,,,,27119,2,17,1479,,1
33888,,7129164125048776-a,,,,27120,2,17,1479,,1
33889,,71291640849379340-a,,,,27121,2,17,1479,,1
33890,,71291641728540546-a,,,,27122,2,17,1181,,1
33891,,71291641728540546-cs,,,,27122,1,17,181,,1
33892,,71291641332600736-a,,,,27123,2,17,1181,,1
33893,,71291641332600736-cs,,,,27123,1,17,181,,1
33894,,71291641325449915-a,,,,27124,2,17,1479,,1
33895,,71291640842538406-a,,,,27125,2,17,1479,,1
33896,,71291640924443553-a,,,,27126,2,17,1178,,1
33897,,71291640853979881-a,,,,27127,2,17,1178,,1
33898,,71291641513620537-a,,,,27128,2,17,1479,,1
33899,,71291641443413588-a,,,,27129,2,17,1479,,1
33900,,7129164089756107-a,,,,27130,2,17,1177,,1
33901,,71291640912533231-a,,,,27131,2,17,1479,,1
33902,,71291640868087524-a,,,,27132,2,17,1177,,1
33903,,71291641429733522-a,,,,27133,2,17,1179,,1
33904,,71291640529604505-a,,,,27134,2,17,1177,,1
33905,,71291641850181179-a,,,,27135,2,17,1180,,1
33906,,71291641334374808-a,,,,27136,2,17,1181,,1
33907,,71291641334374808-cs,,,,27136,1,17,184,,1
33908,,71291640921483066-a,,,,27137,2,17,1181,,1
33909,,71291640921483066-cs,,,,27137,1,17,181,,1
33910,,71291641832604820-a,,,,27138,2,17,1181,,1
33911,,71291641832604820-cs,,,,27138,1,17,181,,1
33912,,71291641178080635-a,,,,27139,2,17,1178,,1
33913,,71291641524201605-a,,,,27140,2,17,1479,,1
33914,,71291641298370933-a,,,,27141,2,17,1479,,1
33915,,71291641636894305-a,,,,27142,2,17,1180,,1
33916,,71291641584285622-a,,,,27143,2,17,1180,,1
33917,,71291640903989807-a,,,,27144,2,17,1177,,1
33918,,71291640215390975-a,,,,27145,2,17,1177,,1
33919,,71291641453784283-a,,,,27146,2,17,1181,,1
33920,,71291641453784283-cs,,,,27146,1,17,181,,1
33921,,71291640369209536-a,,,,27147,2,17,1178,,1
33922,,71291640568197132-a,,,,27148,2,17,1177,,1
33923,,71291640195312895-a,,,,27149,2,17,1181,,1
33924,,71291640195312895-cs,,,,27149,1,17,181,,1
33925,,71291641883986615-a,,,,27150,2,17,1181,,1
33926,,71291641883986615-cs,,,,27150,1,17,181,,1
33927,,71291641459097491-a,,,,27151,2,17,1179,,1
33928,,71291641448931371-a,,,,27152,2,17,1180,,1
33929,,71291640905310487-a,,,,27153,2,17,1181,,1
33930,,71291640905310487-cs,,,,27153,1,17,180,,1
33931,,71291641619567372-a,,,,27154,2,17,1479,,1
33932,,71291641852118944-a,,,,27155,2,17,1479,,1
33933,,71291640522876022-a,,,,27156,2,17,1178,,1
33934,,71291641581520790-a,,,,27157,2,17,1479,,1
33935,,71291641577045047-a,,,,27158,2,17,1479,,1
33936,,71291641827285210-a,,,,27159,2,17,1479,,1
33937,,71291641827285210-cs,,,,27159,1,17,181,,1
33938,,71291641966394220-a,,,,27160,2,17,1181,,1
33939,,71291641966394220-cs,,,,27160,1,17,181,,1
33940,,71291641733947749-a,,,,27161,2,17,1181,,1
33941,,71291641733947749-cs,,,,27161,1,17,181,,1
33942,,71291640642527749-a,,,,27162,2,17,1177,,1
33943,,71291641524075155-a,,,,27163,2,17,1479,,1
33944,,71291641327670810-a,,,,27164,2,17,1178,,1
33945,,71291641574717101-a,,,,27165,2,17,1479,,1
33946,,71291640993847342-a,,,,27166,2,17,1479,,1
33947,,71291641582017955-a,,,,27167,2,17,1479,,1
33948,,71291641445069371-a,,,,27168,2,17,1180,,1
33949,,71291641778194934-a,,,,27169,2,17,1479,,1
33950,,71291641945770423-a,,,,27170,2,17,1479,,1
33951,,71291640831695862-a,,,,27171,2,17,1479,,1
33952,,71291641996030589-a,,,,27172,2,17,1479,,1
33953,,71291641366224420-a,,,,27173,2,17,1178,,1
33954,,71291641651098945-a,,,,27174,2,17,1181,,1
33955,,71291641651098945-cs,,,,27174,1,17,181,,1
33956,,71291640274693970-a,,,,27175,2,17,1479,,1
33957,,71291640925374512-a,,,,27176,2,17,1178,,1
33958,,71291641556140728-a,,,,27177,2,17,1479,,1
33959,,71291641800664016-a,,,,27178,2,17,1479,,1
33960,,71291641915126527-a,,,,27179,2,17,1479,,1
33961,,71291641581313009-a,,,,27180,2,17,1178,,1
33962,,71291640659923401-a,,,,27181,2,17,1178,,1
33963,,71291641455787695-a,,,,27182,2,17,1180,,1
33964,,71291640468637755-a,,,,27183,2,17,1479,,1
33965,,71291640662751250-a,,,,27184,2,17,1479,,1
33966,,71291641338354540-a,,,,27185,2,17,1180,,1
33967,,71291641535728920-a,,,,27186,2,17,1479,,1
33968,,71291640891396047-a,,,,27187,2,17,1178,,1
33969,,71291640891396047-cs,,,,27187,1,17,181,,1
33970,,71291641825344214-a,,,,27188,2,17,1180,,1
33971,,7211254538306442-a,,,,27189,2,41,1233,,1
33972,,7129164156903280-a,,,,27190,2,17,1479,,1
33973,,71291641470928282-a,,,,27191,2,17,1181,,1
33974,,71291641470928282-cs,,,,27191,1,17,180,,1
33975,,71291641469137338-a,,,,27192,2,17,1181,,1
33976,,71291641469137338-cs,,,,27192,1,17,181,,1
33977,,71291641545945941-a,,,,27193,2,17,1181,,1
33978,,71291641545945941-cs,,,,27193,1,17,180,,1
33979,,71291641566525287-a,,,,27194,2,17,1181,,1
33980,,71291641566525287-cs,,,,27194,1,17,181,,1
33981,,71291641795670308-a,,,,27195,2,17,1178,,1
33982,,71291640581430530-a,,,,27196,2,17,1178,,1
33983,,7129164155105922-a,,,,27197,2,17,1177,,1
33984,,71291641211121317-a,,,,27198,2,17,1180,,1
33985,,71291641305061212-a,,,,27199,2,17,1177,,1
33986,,71291641153616649-a,,,,27200,2,17,1181,,1
33987,,71291641153616649-cs,,,,27200,1,17,181,,1
33988,,71291640420194732-a,,,,27201,2,17,1179,,1
33989,,71291640392409167-a,,,,27202,2,17,1479,,1
33990,,71291640818797543-a,,,,27203,2,17,1177,,1
33991,,71291640921374594-a,,,,27204,2,17,1178,,1
33992,,71291641563193455-a,,,,27205,2,17,1479,,1
33993,,71291640320015746-a,,,,27206,2,17,1479,,1
33994,,71291640417500897-a,,,,27207,2,17,1479,,1
33995,,71291640162900595-a,,,,27208,2,17,1180,,1
33996,,71291640575256050-a,,,,27209,2,17,1181,,1
33997,,71291640575256050-cs,,,,27209,1,17,180,,1
33998,,71291641718289293-a,,,,27210,2,17,1479,,1
33999,,71291641593885952-a,,,,27211,2,17,1178,,1
34000,,71291641183866321-a,,,,27212,2,17,1479,,1
34001,,71291641746165931-a,,,,27213,2,17,1479,,1
34002,,71291641948197667-a,,,,27214,2,17,1479,,1
34003,,71291640374447994-a,,,,27215,2,17,1181,,1
34004,,71291640374447994-cs,,,,27215,1,17,181,,1
34005,,71291640850396249-a,,,,27216,2,17,1179,,1
34006,,71291641951504249-a,,,,27217,2,17,1178,,1
34007,,712916419013941-a,,,,27218,2,17,1181,,1
34008,,712916419013941-cs,,,,27218,1,17,181,,1
34009,,71291640831628228-a,,,,27219,2,17,1479,,1
34010,,71291641112287800-a,,,,27220,2,17,1479,,1
34011,,71291641422194975-a,,,,27221,2,17,1178,,1
34012,,71291641772385503-a,,,,27222,2,17,1182,,1
34013,,71291641772385503-cs,,,,27222,1,17,181,,1
34014,,71291641308561246-a,,,,27223,2,17,1479,,1
34015,,71291641557876818-a,,,,27224,2,17,1479,,1
34016,,71291641307669167-a,,,,27225,2,17,1181,,1
34017,,71291641307669167-cs,,,,27225,1,17,181,,1
34018,,71291641983348821-a,,,,27226,2,17,1178,,1
34019,,71291641562917304-a,,,,27227,2,17,1180,,1
34020,,71291641693439591-a,,,,27228,2,17,1181,,1
34021,,71291641693439591-cs,,,,27228,1,17,181,,1
34022,,71291640144010205-a,,,,27229,2,17,1181,,1
34023,,71291640144010205-cs,,,,27229,1,17,181,,1
34024,,71291641259487922-a,,,,27230,2,17,1178,,1
34025,,71291641683951513-a,,,,27231,2,17,1181,,1
34026,,71291641683951513-cs,,,,27231,1,17,181,,1
34027,,71291641867041087-a,,,,27232,2,17,1181,,1
34028,,71291641867041087-cs,,,,27232,1,17,181,,1
34029,,71291641799689762-a,,,,27233,2,17,1182,,1
34030,,71291641799689762-cs,,,,27233,1,17,181,,1
34031,,71291641607387662-a,,,,27234,2,17,1181,,1
34032,,71291641607387662-cs,,,,27234,1,17,181,,1
34033,,71291640697538426-a,,,,27235,2,17,1182,,1
34034,,71291640697538426-cs,,,,27235,1,17,181,,1
34035,,71291640273751743-a,,,,27236,2,17,1181,,1
34036,,71291640273751743-cs,,,,27236,1,17,181,,1
34037,,7129164190432937-a,,,,27237,2,17,1479,,1
34038,,71291641790209912-a,,,,27238,2,17,1178,,1
34039,,71291640205684-a,,,,27239,2,17,1181,,1
34040,,71291640205684-cs,,,,27239,1,17,181,,1
34041,,71291641800432426-a,,,,27240,2,17,1181,,1
34042,,71291641800432426-cs,,,,27240,1,17,181,,1
34043,,71291641285334237-a,,,,27241,2,17,1479,,1
34044,,71291641275220668-a,,,,27242,2,17,1181,,1
34045,,71291641275220668-cs,,,,27242,1,17,184,,1
34046,,71291641667856278-a,,,,27243,2,17,1178,,1
34047,,71291641791406694-a,,,,27244,2,17,1178,,1
34048,,71291641911969094-a,,,,27245,2,17,1178,,1
34049,,71291641898299453-a,,,,27246,2,17,1178,,1
34050,,71291641977769624-a,,,,27247,2,17,1178,,1
34051,,71291641612772778-a,,,,27248,2,17,1178,,1
34052,,71291641348889232-a,,,,27249,2,17,1180,,1
34053,,71291640816376896-a,,,,27250,2,17,1479,,1
34054,,71291641449499252-a,,,,27251,2,17,1181,,1
34055,,71291641449499252-cs,,,,27251,1,17,181,,1
34056,,7129164085290137-a,,,,27252,2,17,1479,,1
34057,,71291640759413500-a,,,,27253,2,17,1479,,1
34058,,71291641972999814-a,,,,27254,2,17,1479,,1
34059,,71291641698589719-a,,,,27255,2,17,1180,,1
34060,,71291641155346923-a,,,,27256,2,17,1180,,1
34061,,71291640274433412-a,,,,27257,2,17,1178,,1
34062,,71291641760026006-a,,,,27258,2,17,1182,,1
34063,,71291641760026006-cs,,,,27258,1,17,180,,1
34064,,71291640904541567-a,,,,27259,2,17,1479,,1
34065,,71291640904541567-cs,,,,27259,1,17,181,,1
34066,,71291641545125842-a,,,,27260,2,17,1181,,1
34067,,71291641545125842-cs,,,,27260,1,17,181,,1
34068,,71291640508121423-a,,,,27261,2,17,1178,,1
34069,,71291641552507404-a,,,,27262,2,17,1479,,1
34070,,71291640769421208-a,,,,27263,2,17,1178,,1
34071,,71291640501742346-a,,,,27264,2,17,1479,,1
34072,,71291641132327942-a,,,,27265,2,17,1479,,1
34073,,71291641132327942-cs,,,,27265,1,17,181,,1
34074,,71291641487012345-a,,,,27266,2,17,1180,,1
34075,,71291641229021416-a,,,,27267,2,17,1479,,1
34076,,71291641153072912-a,,,,27268,2,17,1180,,1
34077,,71291641860136922-a,,,,27269,2,17,1180,,1
34078,,71291640330052640-a,,,,27270,2,17,1479,,1
34079,,71291640155477993-a,,,,27271,2,17,1479,,1
34080,,71291641980672153-a,,,,27272,2,17,1479,,1
34081,,71291641953398927-a,,,,27273,2,17,1479,,1
34082,,71291640474217669-a,,,,27274,2,17,1181,,1
34083,,71291640474217669-cs,,,,27274,1,17,181,,1
34084,,71291640291310163-a,,,,27275,2,17,1181,,1
34085,,71291640291310163-cs,,,,27275,1,17,181,,1
34086,,71291641817433650-a,,,,27276,2,17,1479,,1
34087,,71291641328371219-a,,,,27277,2,17,1180,,1
34088,,71291641340400503-a,,,,27278,2,17,1479,,1
34089,,71291640845319389-a,,,,27279,2,17,1479,,1
34090,,71291641154738970-a,,,,27280,2,17,1181,,1
34091,,71291641154738970-cs,,,,27280,1,17,181,,1
34092,,71291641150896163-a,,,,27281,2,17,1178,,1
34093,,71291640682958035-a,,,,27282,2,17,1479,,1
34094,,71291640506216446-a,,,,27283,2,17,1181,,1
34095,,71291640506216446-cs,,,,27283,1,17,181,,1
34096,,71291641697081889-a,,,,27284,2,17,1479,,1
34097,,71291641972569399-a,,,,27285,2,17,1479,,1
34098,,71291641179967847-a,,,,27286,2,17,1180,,1
34099,,71291641809012483-a,,,,27287,2,17,1479,,1
34100,,71291640647877005-a,,,,27288,2,17,1181,,1
34101,,71291641747211143-a,,,,27289,2,17,1181,,1
34102,,71291641747211143-cs,,,,27289,1,17,181,,1
34103,,71291641690772801-a,,,,27290,2,17,1479,,1
34104,,71291641588003841-a,,,,27291,2,17,1479,,1
34105,,71291640416938642-a,,,,27292,2,17,1177,,1
34106,,71291640650280785-a,,,,27293,2,17,1479,,1
34107,,71291641706331999-a,,,,27294,2,17,1178,,1
34108,,71291641565254601-a,,,,27295,2,17,1479,,1
34109,,71291640816950814-a,,,,27296,2,17,1181,,1
34110,,71291640816950814-cs,,,,27296,1,17,181,,1
34111,,71291640530793550-a,,,,27297,2,17,1479,,1
34112,,71291640910274852-a,,,,27298,2,17,1177,,1
34113,,71291641397981175-a,,,,27299,2,17,1179,,1
34114,,71291640502709450-a,,,,27300,2,17,1177,,1
34115,,71291640151151293-a,,,,27301,2,17,1479,,1
34116,,71291641691122495-a,,,,27302,2,17,1181,,1
34117,,71291641691122495-cs,,,,27302,1,17,181,,1
34118,,71291641521456693-a,,,,27303,2,17,1181,,1
34119,,71291641322013447-a,,,,27304,2,17,1479,,1
34120,,71291641889841249-a,,,,27305,2,17,1479,,1
34121,,71291640421855661-a,,,,27306,2,17,1479,,1
34122,,71291641207915105-a,,,,27307,2,17,1179,,1
34123,,71291641419087429-a,,,,27308,2,17,1479,,1
34124,,71291641405237279-a,,,,27309,2,17,1479,,1
34125,,71291641856159700-a,,,,27310,2,17,1479,,1
34126,,71291640566507423-a,,,,27311,2,17,1479,,1
34127,,712916416375224-a,,,,27312,2,17,1479,,1
34128,,71291641347502939-a,,,,27313,2,17,1180,,1
34129,,71291641142888540-a,,,,27314,2,17,1180,,1
34130,,71291641729630206-a,,,,27315,2,17,1479,,1
34131,,71291640465040091-a,,,,27316,2,17,1181,,1
34132,,71291640465040091-cs,,,,27316,1,17,181,,1
34133,,71291641610333595-a,,,,27317,2,17,1180,,1
34134,,7129164021511890-a,,,,27318,2,17,1479,,1
34135,,7129164021511890-cs,,,,27318,1,17,181,,1
34136,,71291641811107250-a,,,,27319,2,17,1479,,1
34137,,71291640530090789-a,,,,27320,2,17,1178,,1
34138,,71291640988894843-a,,,,27321,2,17,1178,,1
34139,,71291641675115807-a,,,,27322,2,17,1479,,1
34140,,71291640980375389-a,,,,27323,2,17,1181,,1
34141,,71291640980375389-cs,,,,27323,1,17,181,,1
34142,,712916418995580-a,,,,27324,2,17,1479,,1
34143,,71291641200025160-a,,,,27325,2,17,1479,,1
34144,,71291640323862062-a,,,,27326,2,17,1179,,1
34145,,71291640693245726-a,,,,27327,2,17,1179,,1
34146,,71291641910808221-a,,,,27328,2,17,1181,,1
34147,,71291641910808221-cs,,,,27328,1,17,181,,1
34148,,71291640173585266-a,,,,27329,2,17,1479,,1
34149,,71291641714948042-a,,,,27330,2,17,1479,,1
34150,,71291640443166104-a,,,,27331,2,17,1177,,1
34151,,71291640361816356-a,,,,27332,2,17,1181,,1
34152,,71291640361816356-cs,,,,27332,1,17,181,,1
34153,,71291641759328226-a,,,,27333,2,17,1177,,1
34154,,71291641986185474-a,,,,27334,2,17,1178,,1
34155,,71291641986185474-cs,,,,27334,1,17,181,,1
34156,,77161647618881523-a,,,,27335,2,22,1480,,1
34157,,77161647276035026-a,,,,27336,2,22,1192,,1
34158,,77161647569759421-a,,,,27337,2,22,1188,,1
34159,,77161647600997852-a,,,,27338,2,22,1480,,1
34160,,7211254218196710-a,,,,27339,2,41,1233,,1
34161,,77161647802571434-a,,,,27340,2,22,1191,,1
34162,,77161647464875709-a,,,,27341,2,22,1480,,1
34163,,77161647979578268-a,,,,27342,2,22,1189,,1
34164,,77161647782945645-a,,,,27343,2,22,1188,,1
34165,,77161647638384725-a,,,,27344,2,22,1205,,1
34166,,77161647953651327-a,,,,27345,2,22,1187,,1
34167,,77161647873334708-a,,,,27346,2,22,1480,,1
34168,,77161647484112606-a,,,,27347,2,22,1480,,1
34169,,77161647785887585-a,,,,27348,2,22,1223,,1
34170,,77161647785887585-cs,,,,27348,1,22,196,,1
34171,,77161647765921694-a,,,,27349,2,22,1480,,1
34172,,77161647954451378-a,,,,27350,2,22,1480,,1
34173,,77161647926405284-a,,,,27351,2,22,1187,,1
34174,,77161647637253386-a,,,,27352,2,22,1480,,1
34175,,77161647161206261-a,,,,27353,2,22,1480,,1
34176,,92121435956798367-a,,,,27354,2,22,1198,,1
34177,,77161647575896849-a,,,,27355,2,22,1189,,1
34178,,77161647960692665-a,,,,27356,2,22,1205,,1
34179,,9282319233532689-a,,,,27357,2,22,1480,,1
34180,,77161647237544478-a,,,,27358,2,22,1480,,1
34181,,77161647356265878-a,,,,27359,2,22,1208,,1
34182,,77161647482043889-a,,,,27360,2,22,1199,,1
34183,,77161647482043889-cs,,,,27360,1,22,200,,1
34184,,77161647288137932-a,,,,27361,2,22,1480,,1
34185,,77161647217729724-a,,,,27362,2,22,1480,,1
34186,,77161647588904276-a,,,,27363,2,22,1480,,1
34187,,77161647125301538-a,,,,27364,2,22,1480,,1
34188,,77161647154306958-a,,,,27365,2,22,1480,,1
34189,,77161647734912097-a,,,,27366,2,22,1194,,1
34190,,77161647288490153-a,,,,27367,2,22,1480,,1
34191,,77161647510990693-a,,,,27368,2,22,1480,,1
34192,,77161647563228982-a,,,,27369,2,22,1188,,1
