pk,jsondata,id,name,description,markup_description,unit_pk,unitparameter_pk,contribution_pk,unitdomainelement_pk,frequency,version
33291,,71291641137146913-a,,,,26564,2,17,1180,,1
33292,,71291641719123663-a,,,,26565,2,17,1180,,1
33293,,71291641426157503-a,,,,26566,2,17,1178,,1
33294,,71291640909055634-a,,,,26567,2,17,1178,,1
33295,,71291641214462458-a,,,,26568,2,17,1177,,1
33296,,71291641363029750-a,,,,26569,2,17,1177,,1
33297,,71291641416741741-a,,,,26570,2,17,1178,,1
33298,,71291641353762586-a,,,,26571,2,17,1179,,1
33299,,71291641602616668-a,,,,26572,2,17,1178,,1
33300,,71291641602616668-cs,,,,26572,1,17,181,,1
33301,,71291640734396330-a,,,,26573,2,17,1177,,1
33302,,71291641809194113-a,,,,26574,2,17,1479,,1
33303,,712916411215316-a,,,,26575,2,17,1179,,1
33304,,71291641763644507-a,,,,26576,2,17,1179,,1
33305,,7129164124130966-a,,,,26577,2,17,1178,,1
33306,,71291641112640161-a,,,,26578,2,17,1178,,1
33307,,71291641829016324-a,,,,26579,2,17,1180,,1
33308,,71291641870546396-a,,,,26580,2,17,1479,,1
33309,,71291641277327584-a,,,,26581,2,17,1479,,1
33310,,71291641491313685-a,,,,26582,2,17,1180,,1
33311,,71291641911009790-a,,,,26583,2,17,1479,,1
33312,,71291641570494635-a,,,,26584,2,17,1479,,1
33313,,71291641152838910-a,,,,26585,2,17,1479,,1
33314,,71291640535994822-a,,,,26586,2,17,1177,,1
33315,,71291641241245238-a,,,,26587,2,17,1479,,1
33316,,71291641503714669-a,,,,26588,2,17,1177,,1
33317,,71291641485105808-a,,,,26589,2,17,1178,,1
33318,,71291640755712625-a,,,,26590,2,17,1177,,1
33319,,71291640396226291-a,,,,26591,2,17,1180,,1
33320,,71291640712205358-a,,,,26592,2,17,1177,,1
33321,,71291640241392196-a,,,,26593,2,17,1178,,1
33322,,71291641258471850-a,,,,26594,2,17,1177,,1
33323,,71291640981497984-a,,,,26595,2,17,1178,,1
33324,,71291641157115534-a,,,,26596,2,17,1479,,1
33325,,71291640961251767-a,,,,26597,2,17,1180,,1
33326,,71291641395297272-a,,,,26598,2,17,1177,,1
33327,,71291641817115377-a,,,,26599,2,17,1180,,1
33328,,71291641392374090-a,,,,26600,2,17,1479,,1
33329,,71291640386893306-a,,,,26601,2,17,1179,,1
33330,,71291641114530670-a,,,,26602,2,17,1180,,1
33331,,71291641117782159-a,,,,26603,2,17,1180,,1
33332,,71291640798616249-a,,,,26604,2,17,1177,,1
33333,,71291640290470312-a,,,,26605,2,17,1479,,1
33334,,71291640198111627-a,,,,26606,2,17,1180,,1
33335,,71291641254339009-a,,,,26607,2,17,1178,,1
33336,,71291640777645099-a,,,,26608,2,17,1479,,1
33337,,71291640241181822-a,,,,26609,2,17,1479,,1
33338,,71291640685812503-a,,,,26610,2,17,1181,,1
33339,,71291640685812503-cs,,,,26610,1,17,181,,1
33340,,7129164087609666-a,,,,26611,2,17,1479,,1
33341,,71291641782685882-a,,,,26612,2,17,1479,,1
33342,,71291641851389315-a,,,,26613,2,17,1479,,1
33343,,71291641665858825-a,,,,26614,2,17,1177,,1
33344,,71291641638628804-a,,,,26615,2,17,1479,,1
33345,,71291640401985636-a,,,,26616,2,17,1479,,1
33346,,71291641151737165-a,,,,26617,2,17,1179,,1
33347,,71291641384383798-a,,,,26618,2,17,1180,,1
33348,,7129164112456503-a,,,,26619,2,17,1479,,1
33349,,71291641240978761-a,,,,26620,2,17,1479,,1
33350,,71291641102916786-a,,,,26621,2,17,1180,,1
33351,,712916402277809-a,,,,26622,2,17,1479,,1
33352,,71291641983394687-a,,,,26623,2,17,1178,,1
33353,,71291641129575349-a,,,,26624,2,17,1479,,1
33354,,71291641459014046-a,,,,26625,2,17,1177,,1
33355,,71291641288570060-a,,,,26626,2,17,1479,,1
33356,,71291641636952208-a,,,,26627,2,17,1178,,1
33357,,71291641744567182-a,,,,26628,2,17,1479,,1
33358,,71291641969592162-a,,,,26629,2,17,1479,,1
33359,,71291641493268452-a,,,,26630,2,17,1178,,1
33360,,7129164054163411-a,,,,26631,2,17,1177,,1
33361,,71291640171316941-a,,,,26632,2,17,1177,,1
33362,,71291640445547171-a,,,,26633,2,17,1178,,1
33363,,71291641336657671-a,,,,26634,2,17,1177,,1
33364,,71291640354133444-a,,,,26635,2,17,1479,,1
33365,,7129164056791014-a,,,,26636,2,17,1479,,1
33366,,71291641246482929-a,,,,26637,2,17,1180,,1
33367,,7129164144578270-a,,,,26638,2,17,1178,,1
33368,,71291640352256663-a,,,,26639,2,17,1177,,1
33369,,71291640551545052-a,,,,26640,2,17,1177,,1
33370,,71291640872811096-a,,,,26641,2,17,1177,,1
33371,,71291640581665651-a,,,,26642,2,17,1177,,1
33372,,71291640500091302-a,,,,26643,2,17,1479,,1
33373,,71291640766637264-a,,,,26644,2,17,1178,,1
33374,,71291641474198492-a,,,,26645,2,17,1180,,1
33375,,71291640668278135-a,,,,26646,2,17,1177,,1
33376,,71291640202756289-a,,,,26647,2,17,1479,,1
33377,,71291641477231811-a,,,,26648,2,17,1177,,1
33378,,71291640213887297-a,,,,26649,2,17,1177,,1
33379,,71291641916973881-a,,,,26650,2,17,1179,,1
33380,,71291641722231267-a,,,,26651,2,17,1479,,1
33381,,71291640412634151-a,,,,26652,2,17,1180,,1
33382,,71291641992067479-a,,,,26653,2,17,1179,,1
33383,,71291640247029158-a,,,,26654,2,17,1179,,1
33384,,71291640339423983-a,,,,26655,2,17,1180,,1
33385,,71291640719433219-a,,,,26656,2,17,1177,,1
33386,,71291641893529831-a,,,,26657,2,17,1177,,1
33387,,71291641954779119-a,,,,26658,2,17,1179,,1
33388,,71291640254009495-a,,,,26659,2,17,1177,,1
33389,,7129164045659055-a,,,,26660,2,17,1181,,1
33390,,7129164045659055-cs,,,,26660,1,17,181,,1
33391,,71291640327136570-a,,,,26661,2,17,1177,,1
33392,,71291641148066401-a,,,,26662,2,17,1479,,1
33393,,71291641100887368-a,,,,26663,2,17,1479,,1
33394,,71291641358572046-a,,,,26664,2,17,1177,,1
33395,,71291640515605047-a,,,,26665,2,17,1178,,1
33396,,71291640995133523-a,,,,26666,2,17,1180,,1
33397,,71291641534892412-a,,,,26667,2,17,1177,,1
33398,,71291640462220253-a,,,,26668,2,17,1177,,1
33399,,71291641529476820-a,,,,26669,2,17,1177,,1
33400,,71291641212225745-a,,,,26670,2,17,1177,,1
33401,,71291641386874425-a,,,,26671,2,17,1180,,1
33402,,71291641676860072-a,,,,26672,2,17,1479,,1
33403,,71291641286508817-a,,,,26673,2,17,1178,,1
33404,,71291641960913327-a,,,,26674,2,17,1177,,1
33405,,71291640759841561-a,,,,26675,2,17,1177,,1
33406,,71291641715994276-a,,,,26676,2,17,1479,,1
33407,,7129164150089619-a,,,,26677,2,17,1177,,1
33408,,71291641572687419-a,,,,26678,2,17,1178,,1
33409,,7129164181520007-a,,,,26679,2,17,1180,,1
33410,,71291640257283778-a,,,,26680,2,17,1179,,1
33411,,71291641814040067-a,,,,26681,2,17,1479,,1
33412,,71291641167426987-a,,,,26682,2,17,1178,,1
33413,,71291641916607799-a,,,,26683,2,17,1479,,1
33414,,71291641350309811-a,,,,26684,2,17,1479,,1
33415,,71291641124253462-a,,,,26685,2,17,1177,,1
33416,,71291641485043806-a,,,,26686,2,17,1479,,1
33417,,7129164180907717-a,,,,26687,2,17,1180,,1
33418,,71291641974014105-a,,,,26688,2,17,1181,,1
33419,,71291641352236417-a,,,,26689,2,17,1178,,1
33420,,7129164095369597-a,,,,26690,2,17,1479,,1
33421,,71291641868242457-a,,,,26691,2,17,1479,,1
33422,,71291641803326132-a,,,,26692,2,17,1177,,1
33423,,7129164118725668-a,,,,26693,2,17,1479,,1
33424,,7129164185230730-a,,,,26694,2,17,1479,,1
33425,,71291641429420303-a,,,,26695,2,17,1479,,1
33426,,7129164161034426-a,,,,26696,2,17,1177,,1
33427,,71291640546663929-a,,,,26697,2,17,1177,,1
33428,,71291640411670809-a,,,,26698,2,17,1178,,1
33429,,71291641408557817-a,,,,26699,2,17,1479,,1
33430,,71291641479616167-a,,,,26700,2,17,1177,,1
33431,,71291641839944592-a,,,,26701,2,17,1180,,1
33432,,71291640956121768-a,,,,26702,2,17,1181,,1
33433,,71291640956121768-cs,,,,26702,1,17,181,,1
33434,,71291640860250583-a,,,,26703,2,17,1479,,1
33435,,71291641125441613-a,,,,26704,2,17,1479,,1
33436,,71291641549815622-a,,,,26705,2,17,1177,,1
33437,,71291641671586043-a,,,,26706,2,17,1479,,1
33438,,71291640699011463-a,,,,26707,2,17,1177,,1
33439,,71291640112822394-a,,,,26708,2,17,1179,,1
33440,,71291641323678516-a,,,,26709,2,17,1479,,1
33441,,7129164012663995-a,,,,26710,2,17,1177,,1
33442,,71291641302963955-a,,,,26711,2,17,1177,,1
33443,,71291641438636833-a,,,,26712,2,17,1178,,1
33444,,71291640157473152-a,,,,26713,2,17,1177,,1
33445,,71291641772251930-a,,,,26714,2,17,1177,,1
33446,,71291640143209353-a,,,,26715,2,17,1177,,1
33447,,71291640320339685-a,,,,26716,2,17,1177,,1
33448,,71291641689359461-a,,,,26717,2,17,1479,,1
33449,,71291641872737696-a,,,,26718,2,17,1479,,1
33450,,71291641930466702-a,,,,26719,2,17,1177,,1
33451,,71291641618611005-a,,,,26720,2,17,1479,,1
33452,,7129164130410038-a,,,,26721,2,17,1180,,1
33453,,7129164190259406-a,,,,26722,2,17,1479,,1
33454,,71291640193312642-a,,,,26723,2,17,1180,,1
33455,,71291641507646178-a,,,,26724,2,17,1179,,1
33456,,71291641596444611-a,,,,26725,2,17,1180,,1
33457,,71291640243809671-a,,,,26726,2,17,1177,,1
33458,,71291641353002363-a,,,,26727,2,17,1178,,1
33459,,71291641183722063-a,,,,26728,2,17,1479,,1
33460,,71291641611184747-a,,,,26729,2,17,1177,,1
33461,,71291641703002600-a,,,,26730,2,17,1179,,1
33462,,71291641887903366-a,,,,26731,2,17,1178,,1
33463,,71291640212613165-a,,,,26732,2,17,1178,,1
33464,,71291640218406416-a,,,,26733,2,17,1178,,1
33465,,71291640249255188-a,,,,26734,2,17,1178,,1
33466,,71291641580754109-a,,,,26735,2,17,1178,,1
33467,,71291641955994231-a,,,,26736,2,17,1177,,1
33468,,71291641339470048-a,,,,26737,2,17,1179,,1
33469,,7129164128423688-a,,,,26738,2,17,1178,,1
33470,,71291641782702791-a,,,,26739,2,17,1479,,1
33471,,7129164135333542-a,,,,26740,2,17,1479,,1
33472,,71291641178748435-a,,,,26741,2,17,1178,,1
33473,,71291640854878847-a,,,,26742,2,17,1177,,1
33474,,71291641128030504-a,,,,26743,2,17,1180,,1
33475,,71291641656804393-a,,,,26744,2,17,1479,,1
33476,,7129164030409328-a,,,,26745,2,17,1479,,1
33477,,71291641351598897-a,,,,26746,2,17,1479,,1
33478,,71291641117268593-a,,,,26747,2,17,1181,,1
33479,,71291641117268593-cs,,,,26747,1,17,181,,1
33480,,71291640614364761-a,,,,26748,2,17,1177,,1
33481,,71291641430309695-a,,,,26749,2,17,1177,,1
33482,,71291641709209505-a,,,,26750,2,17,1177,,1
33483,,71291641899024656-a,,,,26751,2,17,1179,,1
33484,,71291641702606662-a,,,,26752,2,17,1479,,1
33485,,71291641622037945-a,,,,26753,2,17,1479,,1
33486,,71291641674690573-a,,,,26754,2,17,1180,,1
33487,,71291641549232582-a,,,,26755,2,17,1178,,1
33488,,71291641247315951-a,,,,26756,2,17,1180,,1
33489,,71291641480953104-a,,,,26757,2,17,1479,,1
33490,,71291641639050184-a,,,,26758,2,17,1178,,1
33491,,71291640258019196-a,,,,26759,2,17,1178,,1
33492,,71291641162762414-a,,,,26760,2,17,1179,,1
33493,,71291641424742421-a,,,,26761,2,17,1179,,1
33494,,71291640244331345-a,,,,26762,2,17,1177,,1
33495,,71291641743130580-a,,,,26763,2,17,1178,,1
33496,,71291640414118854-a,,,,26764,2,17,1177,,1
33497,,71291641416878392-a,,,,26765,2,17,1177,,1
33498,,71291641954465853-a,,,,26766,2,17,1178,,1
33499,,71291641824707926-a,,,,26767,2,17,1479,,1
33500,,71291641135585902-a,,,,26768,2,17,1479,,1
33501,,71291641122069581-a,,,,26769,2,17,1178,,1
33502,,71291641422351222-a,,,,26770,2,17,1479,,1
33503,,7129164161097502-a,,,,26771,2,17,1479,,1
33504,,71291640804467632-a,,,,26772,2,17,1179,,1
33505,,71291640395009269-a,,,,26773,2,17,1479,,1
33506,,71291640606843994-a,,,,26774,2,17,1178,,1
33507,,7129164049359998-a,,,,26775,2,17,1178,,1
33508,,71291640140992739-a,,,,26776,2,17,1177,,1
33509,,71291641103304900-a,,,,26777,2,17,1479,,1
33510,,7129164048678694-a,,,,26778,2,17,1180,,1
33511,,71291640973618108-a,,,,26779,2,17,1178,,1
33512,,71291640314659397-a,,,,26780,2,17,1479,,1
33513,,71291640314659397-cs,,,,26780,1,17,181,,1
33514,,71291641591465686-a,,,,26781,2,17,1177,,1
33515,,71291641443209696-a,,,,26782,2,17,1479,,1
33516,,71291641449113147-a,,,,26783,2,17,1479,,1
33517,,71291641100539529-a,,,,26784,2,17,1177,,1
33518,,71291641175200820-a,,,,26785,2,17,1479,,1
33519,,71291641167075041-a,,,,26786,2,17,1177,,1
33520,,71291641222668102-a,,,,26787,2,17,1179,,1
33521,,71291641151954543-a,,,,26788,2,17,1177,,1
33522,,71291640155530750-a,,,,26789,2,17,1178,,1
33523,,71291641179718427-a,,,,26790,2,17,1178,,1
33524,,71291641763240102-a,,,,26791,2,17,1479,,1
33525,,71291640769237764-a,,,,26792,2,17,1180,,1
33526,,71291640626244449-a,,,,26793,2,17,1479,,1
33527,,71291640347329622-a,,,,26794,2,17,1479,,1
33528,,71291640310622169-a,,,,26795,2,17,1180,,1
33529,,71291641418995217-a,,,,26796,2,17,1479,,1
33530,,71291641417581880-a,,,,26797,2,17,1180,,1
33531,,71291641589346124-a,,,,26798,2,17,1178,,1
33532,,71291641653140356-a,,,,26799,2,17,1177,,1
33533,,71291641708552342-a,,,,26800,2,17,1177,,1
33534,,71291640697378317-a,,,,26801,2,17,1178,,1
33535,,71291641652384883-a,,,,26802,2,17,1180,,1
33536,,71291641628619672-a,,,,26803,2,17,1479,,1
33537,,71291640648032204-a,,,,26804,2,17,1479,,1
33538,,71291640104098182-a,,,,26805,2,17,1177,,1
33539,,71291641408057917-a,,,,26806,2,17,1177,,1
33540,,71291641480195073-a,,,,26807,2,17,1177,,1
33541,,71291641252129103-a,,,,26808,2,17,1479,,1
33542,,71291641464858095-a,,,,26809,2,17,1178,,1
33543,,71291641299165052-a,,,,26810,2,17,1178,,1
33544,,71291640921366237-a,,,,26811,2,17,1177,,1
33545,,71291640478882075-a,,,,26812,2,17,1177,,1
33546,,71291641252405187-a,,,,26813,2,17,1479,,1
33547,,71291641422556563-a,,,,26814,2,17,1181,,1
33548,,71291641422556563-cs,,,,26814,1,17,181,,1
33549,,71291641291190517-a,,,,26815,2,17,1479,,1
33550,,71291640690056504-a,,,,26816,2,17,1479,,1
33551,,71291640411185278-a,,,,26817,2,17,1178,,1
33552,,71291640420236052-a,,,,26818,2,17,1177,,1
33553,,71291640488352441-a,,,,26819,2,17,1180,,1
33554,,71291640173884236-a,,,,26820,2,17,1181,,1
33555,,71291640443015888-a,,,,26821,2,17,1177,,1
33556,,71291640950022132-a,,,,26822,2,17,1177,,1
33557,,7129164021921613-a,,,,26823,2,17,1180,,1
33558,,71291641467567386-a,,,,26824,2,17,1177,,1
33559,,7129164154242260-a,,,,26825,2,17,1177,,1
33560,,71291640710105855-a,,,,26826,2,17,1479,,1
33561,,71291641655197355-a,,,,26827,2,17,1479,,1
33562,,71291641631743543-a,,,,26828,2,17,1180,,1
33563,,71291641467966827-a,,,,26829,2,17,1479,,1
33564,,71291640519667077-a,,,,26830,2,17,1479,,1
33565,,71291640748187526-a,,,,26831,2,17,1479,,1
33566,,71291640919064470-a,,,,26832,2,17,1178,,1
33567,,71291640933170454-a,,,,26833,2,17,1479,,1
33568,,71291640219959554-a,,,,26834,2,17,1177,,1
33569,,71291640896877005-a,,,,26835,2,17,1179,,1
33570,,71291641899872795-a,,,,26836,2,17,1479,,1
33571,,71291640362335946-a,,,,26837,2,17,1178,,1
33572,,71291640778945126-a,,,,26838,2,17,1479,,1
33573,,71291640434566423-a,,,,26839,2,17,1179,,1
33574,,7129164178867711-a,,,,26840,2,17,1180,,1
33575,,71291641982320337-a,,,,26841,2,17,1177,,1
33576,,71291641403312845-a,,,,26842,2,17,1179,,1
33577,,71291640918040933-a,,,,26843,2,17,1479,,1
33578,,71291640150999565-a,,,,26844,2,17,1178,,1
33579,,71291640736560425-a,,,,26845,2,17,1479,,1
33580,,71291640163630700-a,,,,26846,2,17,1177,,1
33581,,71291641383752889-a,,,,26847,2,17,1178,,1
33582,,71291641773908960-a,,,,26848,2,17,1180,,1
33583,,71291641152400961-a,,,,26849,2,17,1178,,1
33584,,71291641253995596-a,,,,26850,2,17,1179,,1
33585,,71291641208573773-a,,,,26851,2,17,1180,,1
33586,,71291641803994430-a,,,,26852,2,17,1180,,1
33587,,7129164035986306-a,,,,26853,2,17,1177,,1
33588,,71291641443714314-a,,,,26854,2,17,1479,,1
33589,,71291640727517940-a,,,,26855,2,17,1179,,1
33590,,71291640395745615-a,,,,26856,2,17,1479,,1
33591,,71291641855934966-a,,,,26857,2,17,1479,,1
33592,,71291640193044046-a,,,,26858,2,17,1479,,1
33593,,71291640798398525-a,,,,26859,2,17,1479,,1
33594,,71291640247958083-a,,,,26860,2,17,1177,,1
33595,,71291641767589099-a,,,,26861,2,17,1479,,1
33596,,71291640777781912-a,,,,26862,2,17,1179,,1
33597,,71291641986188173-a,,,,26863,2,17,1479,,1
33598,,71291641981814492-a,,,,26864,2,17,1479,,1
33599,,71291641776433697-a,,,,26865,2,17,1479,,1
33600,,71291641367794722-a,,,,26866,2,17,1177,,1
33601,,71291641209908596-a,,,,26867,2,17,1479,,1
33602,,71291641873266554-a,,,,26868,2,17,1479,,1
33603,,71291641941306964-a,,,,26869,2,17,1479,,1
33604,,71291640147670471-a,,,,26870,2,17,1180,,1
33605,,71291640574630103-a,,,,26871,2,17,1177,,1
33606,,71291640726639118-a,,,,26872,2,17,1178,,1
33607,,71291641696758067-a,,,,26873,2,17,1180,,1
33608,,71291641788038595-a,,,,26874,2,17,1178,,1
33609,,71291641139822768-a,,,,26875,2,17,1479,,1
33610,,71291641572282997-a,,,,26876,2,17,1479,,1
33611,,71291641882110992-a,,,,26877,2,17,1479,,1
33612,,71291640544621468-a,,,,26878,2,17,1177,,1
33613,,71291641955561913-a,,,,26879,2,17,1177,,1
33614,,71291641189504437-a,,,,26880,2,17,1181,,1
33615,,71291641344815340-a,,,,26881,2,17,1479,,1
33616,,71291641836603460-a,,,,26882,2,17,1479,,1
33617,,71291641381763296-a,,,,26883,2,17,1177,,1
33618,,7129164131305625-a,,,,26884,2,17,1479,,1
33619,,71291641367348794-a,,,,26885,2,17,1180,,1
33620,,71291641140927756-a,,,,26886,2,17,1479,,1
33621,,71291641170949019-a,,,,26887,2,17,1479,,1
33622,,71291641204133802-a,,,,26888,2,17,1180,,1
33623,,71291641844167781-a,,,,26889,2,17,1179,,1
33624,,71291641749416618-a,,,,26890,2,17,1178,,1
33625,,71291641554518240-a,,,,26891,2,17,1180,,1
33626,,71291641956639734-a,,,,26892,2,17,1180,,1
33627,,71291641767651299-a,,,,26893,2,17,1180,,1
33628,,71291641860981290-a,,,,26894,2,17,1479,,1
33629,,71291641542366745-a,,,,26895,2,17,1179,,1
33630,,71291641427921262-a,,,,26896,2,17,1179,,1
33631,,71291640912909138-a,,,,26897,2,17,1479,,1
33632,,7129164132065907-a,,,,26898,2,17,1178,,1
33633,,71291641871396393-a,,,,26899,2,17,1479,,1
33634,,7129164055844124-a,,,,26900,2,17,1179,,1
33635,,71291640836835723-a,,,,26901,2,17,1177,,1
33636,,71291641546143239-a,,,,26902,2,17,1181,,1
33637,,71291641546143239-cs,,,,26902,1,17,181,,1
33638,,71291641776738562-a,,,,26903,2,17,1180,,1
33639,,71291640496082265-a,,,,26904,2,17,1177,,1
33640,,71291641565719558-a,,,,26905,2,17,1178,,1
33641,,71291641937430808-a,,,,26906,2,17,1180,,1
33642,,71291641386221187-a,,,,26907,2,17,1180,,1
33643,,71291641991553072-a,,,,26908,2,17,1179,,1
33644,,71291641727479624-a,,,,26909,2,17,1177,,1
33645,,71291640443718599-a,,,,26910,2,17,1479,,1
33646,,7129164140820089-a,,,,26911,2,17,1479,,1
33647,,71291640340897371-a,,,,26912,2,17,1178,,1
33648,,71291640761299040-a,,,,26913,2,17,1479,,1
33649,,71291641917269051-a,,,,26914,2,17,1177,,1
33650,,71291640958665061-a,,,,26915,2,17,1479,,1
33651,,71291640139895611-a,,,,26916,2,17,1177,,1
33652,,71291640735914986-a,,,,26917,2,17,1179,,1
33653,,7129164070416991-a,,,,26918,2,17,1479,,1
33654,,71291641556387971-a,,,,26919,2,17,1178,,1
33655,,71291641794556736-a,,,,26920,2,17,1180,,1
33656,,71291641551064825-a,,,,26921,2,17,1479,,1
33657,,7129164198822746-a,,,,26922,2,17,1178,,1
33658,,71291641675718794-a,,,,26923,2,17,1177,,1
33659,,71291641151301003-a,,,,26924,2,17,1180,,1
33660,,71291640578216592-a,,,,26925,2,17,1180,,1
33661,,71291641289494634-a,,,,26926,2,17,1479,,1
33662,,71291641676357408-a,,,,26927,2,17,1479,,1
33663,,71291641954053308-a,,,,26928,2,17,1180,,1
33664,,71291641471996644-a,,,,26929,2,17,1479,,1
33665,,71291641501982101-a,,,,26930,2,17,1178,,1
33666,,71291640736018746-a,,,,26931,2,17,1177,,1
33667,,71291641978355469-a,,,,26932,2,17,1177,,1
33668,,71291641944358825-a,,,,26933,2,17,1180,,1
33669,,712916411857853-a,,,,26934,2,17,1179,,1
33670,,71291640230897151-a,,,,26935,2,17,1180,,1
33671,,71291641480071909-a,,,,26936,2,17,1180,,1
33672,,71291641515202044-a,,,,26937,2,17,1479,,1
33673,,71291641157624183-a,,,,26938,2,17,1178,,1
33674,,71291640306675872-a,,,,26939,2,17,1179,,1
33675,,71291640812791660-a,,,,26940,2,17,1178,,1
33676,,71291640618075762-a,,,,26941,2,17,1479,,1
33677,,71291640382687536-a,,,,26942,2,17,1178,,1
33678,,71291641722099399-a,,,,26943,2,17,1479,,1
33679,,71291640255948769-a,,,,26944,2,17,1177,,1
33680,,71291641317363212-a,,,,26945,2,17,1479,,1
33681,,71291641322891812-a,,,,26946,2,17,1479,,1
33682,,71291641307493906-a,,,,26947,2,17,1479,,1
33683,,71291641912044691-a,,,,26948,2,17,1179,,1
33684,,71291641295859097-a,,,,26949,2,17,1178,,1
33685,,71291641594601361-a,,,,26950,2,17,1479,,1
33686,,71291641399384080-a,,,,26951,2,17,1178,,1
33687,,71291640437248330-a,,,,26952,2,17,1479,,1
33688,,71291640315539746-a,,,,26953,2,17,1178,,1
33689,,71291641310856739-a,,,,26954,2,17,1180,,1
33690,,71291640994107011-a,,,,26955,2,17,1177,,1
33691,,71291640936830741-a,,,,26956,2,17,1479,,1
33692,,71291641612887497-a,,,,26957,2,17,1178,,1
33693,,71291641515434105-a,,,,26958,2,17,1479,,1
33694,,71291640873342336-a,,,,26959,2,17,1177,,1
33695,,71291641809408508-a,,,,26960,2,17,1479,,1
33696,,71291641738064629-a,,,,26961,2,17,1479,,1
33697,,71291641521922849-a,,,,26962,2,17,1479,,1
33698,,71291641306364165-a,,,,26963,2,17,1177,,1
33699,,71291641597366853-a,,,,26964,2,17,1177,,1
33700,,71291640482619769-a,,,,26965,2,17,1177,,1
33701,,71291641427514128-a,,,,26966,2,17,1178,,1
33702,,71291640408217767-a,,,,26967,2,17,1479,,1
33703,,71291641222374975-a,,,,26968,2,17,1181,,1
33704,,71291641222374975-cs,,,,26968,1,17,184,,1
33705,,71291640257624955-a,,,,26969,2,17,1179,,1
33706,,71291640687195486-a,,,,26970,2,17,1479,,1
33707,,71291640433766673-a,,,,26971,2,17,1479,,1
33708,,71291640841056895-a,,,,26972,2,17,1479,,1
33709,,71291640376225968-a,,,,26973,2,17,1179,,1
33710,,71291641968971138-a,,,,26974,2,17,1177,,1
33711,,71291641387778403-a,,,,26975,2,17,1179,,1
33712,,71291641793043665-a,,,,26976,2,17,1178,,1
33713,,71291641566601312-a,,,,26977,2,17,1479,,1
33714,,71291641959245067-a,,,,26978,2,17,1479,,1
33715,,71291641281904350-a,,,,26979,2,17,1479,,1
33716,,71291641937149302-a,,,,26980,2,17,1180,,1
33717,,71291640448707122-a,,,,26981,2,17,1177,,1
33718,,71291640434882979-a,,,,26982,2,17,1178,,1
33719,,7129164138861175-a,,,,26983,2,17,1177,,1
33720,,71291641169835472-a,,,,26984,2,17,1180,,1
33721,,71291641517405054-a,,,,26985,2,17,1180,,1
33722,,71291641379421016-a,,,,26986,2,17,1177,,1
33723,,71291641296396606-a,,,,26987,2,17,1177,,1
33724,,71291641462347761-a,,,,26988,2,17,1180,,1
33725,,71291641446246785-a,,,,26989,2,17,1479,,1
33726,,71291641618198816-a,,,,26990,2,17,1479,,1
33727,,71291640538233919-a,,,,26991,2,17,1177,,1
33728,,71291641434245416-a,,,,26992,2,17,1479,,1
33729,,7129164083285814-a,,,,26993,2,17,1178,,1
33730,,71291640258995732-a,,,,26994,2,17,1178,,1
33731,,71291640149266481-a,,,,26995,2,17,1177,,1
33732,,71291641883005233-a,,,,26996,2,17,1180,,1
33733,,71291640815070291-a,,,,26997,2,17,1479,,1
33734,,7129164146619224-a,,,,26998,2,17,1177,,1
33735,,71291641722886316-a,,,,26999,2,17,1180,,1
33736,,71291641962841383-a,,,,27000,2,17,1177,,1
33737,,71291640844405495-a,,,,27001,2,17,1180,,1
33738,,71291641581608287-a,,,,27002,2,17,1479,,1
33739,,71291641303556071-a,,,,27003,2,17,1479,,1
33740,,71291640394836862-a,,,,27004,2,17,1178,,1
33741,,71291641836953306-a,,,,27005,2,17,1177,,1
33742,,71291640859209380-a,,,,27006,2,17,1177,,1
33743,,71291641643351044-a,,,,27007,2,17,1177,,1
33744,,7129164059039472-a,,,,27008,2,17,1177,,1
33745,,71291641878699814-a,,,,27009,2,17,1177,,1
33746,,71291640289620076-a,,,,27010,2,17,1180,,1
33747,,71291640149635647-a,,,,27011,2,17,1181,,1
33748,,71291640149635647-cs,,,,27011,1,17,181,,1
33749,,71291640737713430-a,,,,27012,2,17,1181,,1
33750,,71291640737713430-cs,,,,27012,1,17,181,,1
33751,,71291641542680679-a,,,,27013,2,17,1179,,1
33752,,71291641281933324-a,,,,27014,2,17,1177,,1
33753,,71291640760556423-a,,,,27015,2,17,1178,,1
33754,,71291641868000924-a,,,,27016,2,17,1177,,1
33755,,71291641966566819-a,,,,27017,2,17,1479,,1
33756,,71291640432114842-a,,,,27018,2,17,1180,,1
33757,,71291641624919108-a,,,,27019,2,17,1479,,1
33758,,71291641326301620-a,,,,27020,2,17,1177,,1
33759,,71291640731459155-a,,,,27021,2,17,1180,,1
33760,,71291640691340240-a,,,,27022,2,17,1178,,1
33761,,71291641844054471-a,,,,27023,2,17,1177,,1
33762,,71291641267829792-a,,,,27024,2,17,1479,,1
33763,,71291640893441264-a,,,,27025,2,17,1180,,1
33764,,71291641472388718-a,,,,27026,2,17,1180,,1
33765,,71291641528166191-a,,,,27027,2,17,1180,,1
33766,,71291641976726283-a,,,,27028,2,17,1479,,1
33767,,71291641851867100-a,,,,27029,2,17,1180,,1
33768,,71291640654116816-a,,,,27030,2,17,1177,,1
33769,,71291641471888538-a,,,,27031,2,17,1180,,1
33770,,71291641642227124-a,,,,27032,2,17,1177,,1
