borrowed_score,age_score,simplicity_score,pk,borrowed,analyzability
0,0.6,1,33811,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,33812,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,33813,5. no evidence for borrowing,analyzable derived
0,0.9,1,33814,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,33815,5. no evidence for borrowing,analyzable compound
0,0.6,1,33816,5. no evidence for borrowing,unanalyzable
1,0.6,1,33817,1. clearly borrowed,unanalyzable
0,0.9,1,33818,5. no evidence for borrowing,unanalyzable
0,0.9,1,33819,5. no evidence for borrowing,unanalyzable
0,0.9,1,33820,5. no evidence for borrowing,unanalyzable
0,0.6,1,33821,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33822,5. no evidence for borrowing,analyzable derived
0,0.9,0.5,33823,5. no evidence for borrowing,analyzable compound
0,0.6,1,33824,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,33825,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,33826,5. no evidence for borrowing,analyzable phrasal
0,0.9,1,33827,5. no evidence for borrowing,unanalyzable
0,0.6,1,33828,5. no evidence for borrowing,unanalyzable
1,0.6,1,33829,1. clearly borrowed,unanalyzable
1,0.6,1,33830,1. clearly borrowed,unanalyzable
0,0.5,0.5,33831,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,33832,5. no evidence for borrowing,analyzable compound
0,0.6,1,33833,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33834,5. no evidence for borrowing,analyzable compound
0,0.6,1,33835,5. no evidence for borrowing,unanalyzable
0,0.9,1,33836,5. no evidence for borrowing,unanalyzable
0,0.6,1,33837,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33838,5. no evidence for borrowing,analyzable derived
1,1,1,33839,1. clearly borrowed,unanalyzable
0,0.9,1,33840,5. no evidence for borrowing,unanalyzable
0,0.5,1,33841,5. no evidence for borrowing,unanalyzable
0,0.6,1,33842,5. no evidence for borrowing,unanalyzable
0,0.6,1,33843,5. no evidence for borrowing,unanalyzable
0,0.9,1,33844,5. no evidence for borrowing,unanalyzable
1,0.6,0.5,33845,1. clearly borrowed,analyzable derived
0,0.9,1,33846,5. no evidence for borrowing,unanalyzable
0,0.6,1,33847,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33848,5. no evidence for borrowing,analyzable derived
0,0.6,1,33849,5. no evidence for borrowing,unanalyzable
0,0.6,1,33850,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33851,5. no evidence for borrowing,analyzable compound
0,0.6,1,33852,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33853,5. no evidence for borrowing,analyzable compound
0,0.6,1,33854,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33855,5. no evidence for borrowing,analyzable compound
1,0.6,0.5,33856,1. clearly borrowed,analyzable derived
0,0.6,1,33857,5. no evidence for borrowing,unanalyzable
0,0.6,1,33858,5. no evidence for borrowing,unanalyzable
0,0.6,1,33859,5. no evidence for borrowing,unanalyzable
0,0.9,1,33860,5. no evidence for borrowing,unanalyzable
0,0.6,1,33861,5. no evidence for borrowing,unanalyzable
0,0.9,1,33862,5. no evidence for borrowing,unanalyzable
0,0.6,1,33863,5. no evidence for borrowing,unanalyzable
1,0.6,1,33864,1. clearly borrowed,unanalyzable
0,0.6,1,33865,5. no evidence for borrowing,unanalyzable
,,,58424,,
0,0.6,1,33866,5. no evidence for borrowing,unanalyzable
0,0.6,1,33867,5. no evidence for borrowing,unanalyzable
0.5,0.9,1,33868,3. perhaps borrowed,unanalyzable
0,0.6,1,33869,5. no evidence for borrowing,unanalyzable
0,0.9,1,33870,5. no evidence for borrowing,unanalyzable
0,0.6,1,33871,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33872,5. no evidence for borrowing,analyzable compound
1,0.5,0.5,33873,1. clearly borrowed,analyzable phrasal
0,0.9,1,33874,5. no evidence for borrowing,unanalyzable
0,0.6,1,33875,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33876,5. no evidence for borrowing,analyzable compound
1,0.6,1,33877,1. clearly borrowed,unanalyzable
1,0.6,1,33878,1. clearly borrowed,unanalyzable
0,0.9,1,33879,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33880,5. no evidence for borrowing,analyzable phrasal
0,0.6,1,33881,5. no evidence for borrowing,unanalyzable
0,0.6,1,33882,5. no evidence for borrowing,unanalyzable
0,0.6,1,33883,5. no evidence for borrowing,unanalyzable
0,0.6,1,33884,5. no evidence for borrowing,unanalyzable
0,0.6,1,33885,5. no evidence for borrowing,unanalyzable
0,0.9,1,33886,5. no evidence for borrowing,unanalyzable
0,0.6,1,33887,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33888,5. no evidence for borrowing,analyzable compound
0,0.5,0.75,33889,5. no evidence for borrowing,semi-analyzable
0,0.5,0.75,33890,5. no evidence for borrowing,semi-analyzable
0,0.5,0.75,33891,5. no evidence for borrowing,semi-analyzable
0,0.6,1,33892,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,33893,5. no evidence for borrowing,analyzable compound
1,0.6,1,33894,1. clearly borrowed,unanalyzable
1,0.6,0.5,33895,1. clearly borrowed,analyzable derived
0,0.9,0.5,33896,5. no evidence for borrowing,analyzable compound
0,0.6,1,33897,5. no evidence for borrowing,unanalyzable
0,0.9,1,33898,5. no evidence for borrowing,unanalyzable
0,0.9,1,33899,5. no evidence for borrowing,unanalyzable
0,0.6,1,33900,5. no evidence for borrowing,unanalyzable
0,0.6,1,33901,5. no evidence for borrowing,unanalyzable
0,0.9,1,33902,5. no evidence for borrowing,unanalyzable
0,0.6,1,33903,5. no evidence for borrowing,unanalyzable
0,0.6,1,33904,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33905,5. no evidence for borrowing,analyzable phrasal
0,0.9,1,33906,5. no evidence for borrowing,unanalyzable
0,0.6,1,33907,5. no evidence for borrowing,unanalyzable
0,0.6,1,33908,5. no evidence for borrowing,unanalyzable
0,0.9,1,33909,5. no evidence for borrowing,unanalyzable
1,0.6,1,33910,1. clearly borrowed,unanalyzable
1,1,1,33911,1. clearly borrowed,unanalyzable
0,0.6,1,33912,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,33913,5. no evidence for borrowing,analyzable derived
0,0.9,1,33914,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33915,5. no evidence for borrowing,analyzable compound
0,0.5,0.75,33916,5. no evidence for borrowing,semi-analyzable
0,0.9,1,33917,5. no evidence for borrowing,unanalyzable
0,0.9,1,33918,5. no evidence for borrowing,unanalyzable
0,0.6,1,33919,5. no evidence for borrowing,unanalyzable
0,0.6,1,33920,5. no evidence for borrowing,unanalyzable
0,0.6,1,33921,5. no evidence for borrowing,unanalyzable
0,0.6,1,33922,5. no evidence for borrowing,unanalyzable
0,0.9,1,33923,5. no evidence for borrowing,unanalyzable
0,0.9,1,33924,5. no evidence for borrowing,unanalyzable
0,0.9,1,33925,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33926,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,33927,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,33928,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,33929,5. no evidence for borrowing,analyzable compound
0,0.6,1,33930,5. no evidence for borrowing,unanalyzable
0,0.6,1,33931,5. no evidence for borrowing,unanalyzable
0,0.9,1,33932,5. no evidence for borrowing,unanalyzable
0,0.6,1,33933,5. no evidence for borrowing,unanalyzable
0,0.9,1,33934,5. no evidence for borrowing,unanalyzable
1,1,1,33935,1. clearly borrowed,unanalyzable
0,0.5,0.5,33936,5. no evidence for borrowing,analyzable compound
0,0.9,0.5,33937,5. no evidence for borrowing,analyzable compound
0,0.6,1,33938,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33939,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,33940,5. no evidence for borrowing,analyzable compound
0,0.6,1,33941,5. no evidence for borrowing,unanalyzable
0,0.6,1,33942,5. no evidence for borrowing,unanalyzable
0,0.6,1,33943,5. no evidence for borrowing,unanalyzable
0,0.9,1,33944,5. no evidence for borrowing,unanalyzable
0,0.6,1,33945,5. no evidence for borrowing,unanalyzable
,,,58425,,
0,0.5,0.5,33946,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,33947,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,33948,5. no evidence for borrowing,analyzable derived
0,0.9,0.5,33949,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,33950,5. no evidence for borrowing,analyzable compound
0,0.6,1,33951,5. no evidence for borrowing,unanalyzable
0,0.6,1,33952,5. no evidence for borrowing,unanalyzable
0,0.6,1,33953,5. no evidence for borrowing,unanalyzable
0,0.9,1,33954,5. no evidence for borrowing,unanalyzable
0,0.6,1,33955,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33956,5. no evidence for borrowing,analyzable compound
0,0.6,1,33957,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33958,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,33959,5. no evidence for borrowing,analyzable compound
0,0.6,1,33960,5. no evidence for borrowing,unanalyzable
0,0.9,1,33961,5. no evidence for borrowing,unanalyzable
0,0.6,1,33962,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33963,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,33964,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,33965,5. no evidence for borrowing,analyzable compound
0,0.9,1,33966,5. no evidence for borrowing,unanalyzable
0,0.9,1,33967,5. no evidence for borrowing,unanalyzable
0,0.6,1,33968,5. no evidence for borrowing,unanalyzable
0,0.6,1,33969,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33970,5. no evidence for borrowing,analyzable compound
0,0.6,1,33971,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33972,5. no evidence for borrowing,analyzable compound
0,0.9,1,33973,5. no evidence for borrowing,unanalyzable
0,0.6,1,33974,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,33975,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,33976,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,33977,5. no evidence for borrowing,analyzable phrasal
0,0.9,1,33978,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33979,5. no evidence for borrowing,analyzable phrasal
0,0.9,1,33980,5. no evidence for borrowing,unanalyzable
1,1,1,33981,1. clearly borrowed,unanalyzable
0,0.5,0.5,33982,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,33983,5. no evidence for borrowing,analyzable phrasal
0,0.6,1,33984,5. no evidence for borrowing,unanalyzable
0,0.6,1,33985,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33986,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,33987,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,33988,5. no evidence for borrowing,analyzable compound
1,1,0.5,33989,1. clearly borrowed,analyzable compound
0,0.5,0.5,33990,5. no evidence for borrowing,analyzable compound
0,0.6,1,33991,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,33992,5. no evidence for borrowing,analyzable compound
0,0.9,1,33993,5. no evidence for borrowing,unanalyzable
0,0.6,1,33994,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,33995,5. no evidence for borrowing,analyzable compound
1,1,1,33996,1. clearly borrowed,unanalyzable
0,0.5,0.5,33997,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,33998,5. no evidence for borrowing,analyzable compound
0,0.9,0.5,33999,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34000,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34001,5. no evidence for borrowing,analyzable compound
0,0.6,1,34002,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34003,5. no evidence for borrowing,analyzable phrasal
0,0.6,1,34004,5. no evidence for borrowing,unanalyzable
0,0.6,1,34005,5. no evidence for borrowing,unanalyzable
0,0.6,1,34006,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34007,5. no evidence for borrowing,analyzable compound
0,0.9,1,34008,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34009,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34010,5. no evidence for borrowing,analyzable compound
0,0.9,1,34011,5. no evidence for borrowing,unanalyzable
0,0.9,1,34012,5. no evidence for borrowing,unanalyzable
0,0.6,1,34013,5. no evidence for borrowing,unanalyzable
0,0.9,1,34014,5. no evidence for borrowing,unanalyzable
0,0.9,1,34015,5. no evidence for borrowing,unanalyzable
0,0.9,1,34016,5. no evidence for borrowing,unanalyzable
0,0.9,1,34017,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,34018,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34019,5. no evidence for borrowing,analyzable compound
0,0.6,1,34020,5. no evidence for borrowing,unanalyzable
0,0.6,1,34021,5. no evidence for borrowing,unanalyzable
0,0.6,1,34022,5. no evidence for borrowing,unanalyzable
0,0.9,1,34023,5. no evidence for borrowing,unanalyzable
,,,58426,,
,,,58427,,
0,0.6,1,34024,5. no evidence for borrowing,unanalyzable
0,0.6,1,34025,5. no evidence for borrowing,unanalyzable
0,0.6,1,34026,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,34027,5. no evidence for borrowing,analyzable compound
0,0.6,1,34028,5. no evidence for borrowing,unanalyzable
0,0.6,1,34029,5. no evidence for borrowing,unanalyzable
0,0.6,1,34030,5. no evidence for borrowing,unanalyzable
0,0.9,1,34031,5. no evidence for borrowing,unanalyzable
0,0.6,1,34032,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34033,5. no evidence for borrowing,analyzable compound
0,0.6,1,34034,5. no evidence for borrowing,unanalyzable
0,0.6,1,34035,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,34036,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34037,5. no evidence for borrowing,analyzable phrasal
0,0.6,1,34038,5. no evidence for borrowing,unanalyzable
0,0.9,1,34039,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34040,5. no evidence for borrowing,analyzable derived
0,0.6,1,34041,5. no evidence for borrowing,unanalyzable
0,0.9,1,34042,5. no evidence for borrowing,unanalyzable
0,0.9,1,34043,5. no evidence for borrowing,unanalyzable
0,0.6,1,34044,5. no evidence for borrowing,unanalyzable
0,0.6,1,34045,5. no evidence for borrowing,unanalyzable
0,0.9,1,34046,5. no evidence for borrowing,unanalyzable
0,0.6,1,34047,5. no evidence for borrowing,unanalyzable
0,0.9,1,34048,5. no evidence for borrowing,unanalyzable
0,0.9,1,34049,5. no evidence for borrowing,unanalyzable
0,0.6,1,34050,5. no evidence for borrowing,unanalyzable
0,0.9,1,34051,5. no evidence for borrowing,unanalyzable
0,0.6,1,34052,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34053,5. no evidence for borrowing,analyzable compound
0,0.6,1,34054,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34055,5. no evidence for borrowing,analyzable compound
0,0.9,1,34056,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34057,5. no evidence for borrowing,analyzable compound
1,0.6,0.5,34058,1. clearly borrowed,analyzable compound
0,0.6,1,34059,5. no evidence for borrowing,unanalyzable
0,0.6,1,34060,5. no evidence for borrowing,unanalyzable
0,0.9,1,34061,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34062,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34063,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34064,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34065,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34066,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34067,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34068,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34069,5. no evidence for borrowing,analyzable phrasal
0,0.9,0.5,34070,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34071,5. no evidence for borrowing,analyzable phrasal
0,0.9,0.5,34072,5. no evidence for borrowing,analyzable compound
0,0.9,0.5,34073,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34074,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34075,5. no evidence for borrowing,analyzable compound
0,0.6,1,34076,5. no evidence for borrowing,unanalyzable
0,0.9,1,34077,5. no evidence for borrowing,unanalyzable
0,0.6,1,34078,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34079,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34080,5. no evidence for borrowing,analyzable compound
1,1,1,34081,1. clearly borrowed,unanalyzable
0,0.9,1,34082,5. no evidence for borrowing,unanalyzable
0,0.9,1,34083,5. no evidence for borrowing,unanalyzable
1,0.6,0.5,34084,1. clearly borrowed,analyzable phrasal
0,0.5,0.5,34085,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34086,5. no evidence for borrowing,analyzable phrasal
0,0.9,1,34087,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,34088,5. no evidence for borrowing,analyzable compound
0,0.6,1,34089,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,34090,5. no evidence for borrowing,analyzable compound
0,0.9,1,34091,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,34092,5. no evidence for borrowing,analyzable phrasal
0,0.6,1,34093,5. no evidence for borrowing,unanalyzable
0,0.6,1,34094,5. no evidence for borrowing,unanalyzable
0,0.6,1,34095,5. no evidence for borrowing,unanalyzable
0,0.6,1,34096,5. no evidence for borrowing,unanalyzable
0,0.6,1,34097,5. no evidence for borrowing,unanalyzable
0,0.6,1,34098,5. no evidence for borrowing,unanalyzable
0,0.9,1,34099,5. no evidence for borrowing,unanalyzable
0,0.6,1,34100,5. no evidence for borrowing,unanalyzable
0,0.6,1,34101,5. no evidence for borrowing,unanalyzable
0,0.6,1,34102,5. no evidence for borrowing,unanalyzable
,,,58428,,
0,0.6,1,34103,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34104,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34105,5. no evidence for borrowing,analyzable compound
0,0.6,1,34106,5. no evidence for borrowing,unanalyzable
0,0.6,1,34107,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34108,5. no evidence for borrowing,analyzable derived
0,0.6,1,34109,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,34110,5. no evidence for borrowing,analyzable derived
0,0.9,1,34111,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,34112,5. no evidence for borrowing,analyzable compound
0,0.9,1,34113,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34114,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34115,5. no evidence for borrowing,analyzable derived
0,0.6,1,34116,5. no evidence for borrowing,unanalyzable
0,0.9,1,34117,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34118,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34119,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34120,5. no evidence for borrowing,analyzable compound
0,0.9,0.5,34121,5. no evidence for borrowing,analyzable compound
0,0.6,1,34122,5. no evidence for borrowing,unanalyzable
0,0.6,1,34123,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34124,5. no evidence for borrowing,analyzable phrasal
0,0.9,0.5,34125,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34126,5. no evidence for borrowing,analyzable compound
0,0.9,1,34127,5. no evidence for borrowing,unanalyzable
0,0.6,1,34128,5. no evidence for borrowing,unanalyzable
0,0.6,1,34129,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34130,5. no evidence for borrowing,analyzable compound
0,0.9,1,34131,5. no evidence for borrowing,unanalyzable
0,0.6,1,34132,5. no evidence for borrowing,unanalyzable
0,0.6,1,34133,5. no evidence for borrowing,unanalyzable
0,0.6,1,34134,5. no evidence for borrowing,unanalyzable
0,0.6,1,34135,5. no evidence for borrowing,unanalyzable
0,0.6,1,34136,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34137,5. no evidence for borrowing,analyzable derived
0,0.6,1,34138,5. no evidence for borrowing,unanalyzable
0,0.9,1,34139,5. no evidence for borrowing,unanalyzable
0,0.9,1,34140,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,34141,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34142,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34143,5. no evidence for borrowing,analyzable compound
0,0.6,1,34144,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34145,5. no evidence for borrowing,analyzable compound
0,0.6,1,34146,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,34147,5. no evidence for borrowing,analyzable phrasal
0,0.9,0.5,34148,5. no evidence for borrowing,analyzable compound
0,0.6,1,34149,5. no evidence for borrowing,unanalyzable
0,0.6,1,34150,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34151,5. no evidence for borrowing,analyzable phrasal
0,0.9,1,34152,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34153,5. no evidence for borrowing,analyzable compound
0,0.9,1,34154,5. no evidence for borrowing,unanalyzable
0,0.9,1,34155,5. no evidence for borrowing,unanalyzable
0,0.9,1,34156,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34157,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34158,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34159,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34160,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34161,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34162,5. no evidence for borrowing,analyzable compound
0,0.9,1,34163,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34164,5. no evidence for borrowing,analyzable phrasal
0,0.6,1,34165,5. no evidence for borrowing,unanalyzable
1,0.6,1,34166,1. clearly borrowed,unanalyzable
0,0.6,1,34167,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34168,5. no evidence for borrowing,analyzable derived
0,0.6,1,34169,5. no evidence for borrowing,unanalyzable
0,0.6,1,34170,5. no evidence for borrowing,unanalyzable
0,0.6,1,34171,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34172,5. no evidence for borrowing,analyzable derived
0,0.6,1,34173,5. no evidence for borrowing,unanalyzable
0,0.6,1,34174,5. no evidence for borrowing,unanalyzable
1,1,1,34175,1. clearly borrowed,unanalyzable
0,0.6,1,34176,5. no evidence for borrowing,unanalyzable
0,0.9,1,34177,5. no evidence for borrowing,unanalyzable
0,0.9,1,34178,5. no evidence for borrowing,unanalyzable
0,0.6,1,34179,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34180,5. no evidence for borrowing,analyzable phrasal
0,0.6,1,34181,5. no evidence for borrowing,unanalyzable
1,0.6,1,34182,1. clearly borrowed,unanalyzable
1,0.6,1,34183,1. clearly borrowed,unanalyzable
0,0.9,1,34184,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,34185,5. no evidence for borrowing,analyzable phrasal
0,0.6,1,34186,5. no evidence for borrowing,unanalyzable
0,0.6,1,34187,5. no evidence for borrowing,unanalyzable
0,0.6,1,34188,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34189,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34190,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34191,5. no evidence for borrowing,analyzable compound
0,0.9,0.5,34192,5. no evidence for borrowing,analyzable derived
0,0.9,0.5,34193,5. no evidence for borrowing,analyzable derived
0,0.9,0.5,34194,5. no evidence for borrowing,analyzable derived
0,0.9,1,34195,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34196,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34197,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34198,5. no evidence for borrowing,analyzable compound
0,0.9,0.5,34199,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34200,5. no evidence for borrowing,analyzable compound
0,0.6,1,34201,5. no evidence for borrowing,unanalyzable
0,0.6,1,34202,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34203,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34204,5. no evidence for borrowing,analyzable compound
0,0.6,1,34205,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,34206,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34207,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34208,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34209,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34210,5. no evidence for borrowing,analyzable phrasal
0,0.9,1,34211,5. no evidence for borrowing,unanalyzable
0,0.9,1,34212,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,34213,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34214,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34215,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34216,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34217,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34218,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34219,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34220,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34221,5. no evidence for borrowing,analyzable phrasal
0,0.6,1,34222,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34223,5. no evidence for borrowing,analyzable derived
0,0.6,1,34224,5. no evidence for borrowing,unanalyzable
0,0.6,1,34225,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34226,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34227,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34228,5. no evidence for borrowing,analyzable compound
0,0.6,1,34229,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34230,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34231,5. no evidence for borrowing,analyzable derived
0,0.9,1,34232,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34233,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34234,5. no evidence for borrowing,analyzable phrasal
0,0.5,0.5,34235,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34236,5. no evidence for borrowing,analyzable derived
0,0.9,1,34237,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34238,5. no evidence for borrowing,analyzable derived
0,0.6,1,34239,5. no evidence for borrowing,unanalyzable
0,0.6,1,34240,5. no evidence for borrowing,unanalyzable
0,0.9,0.5,34241,5. no evidence for borrowing,analyzable phrasal
0,0.6,1,34242,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34243,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34244,5. no evidence for borrowing,analyzable derived
0,0.6,1,34245,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34246,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34247,5. no evidence for borrowing,analyzable compound
0,0.6,1,34248,5. no evidence for borrowing,unanalyzable
0,0.9,1,34249,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34250,5. no evidence for borrowing,analyzable derived
0,0.6,1,34251,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34252,5. no evidence for borrowing,analyzable derived
0,0.9,0.5,34253,5. no evidence for borrowing,analyzable derived
0,0.5,0.5,34254,5. no evidence for borrowing,analyzable derived
0,0.6,1,34255,5. no evidence for borrowing,unanalyzable
0,0.6,1,34256,5. no evidence for borrowing,unanalyzable
0,0.5,0.5,34257,5. no evidence for borrowing,analyzable compound
0,0.5,0.5,34258,5. no evidence for borrowing,analyzable derived
,,,58429,,
,,,58430,,
0,0.6,1,34259,5. no evidence for borrowing,unanalyzable
